metric,cpl_med,cpl_lo,cpl_hi,ind_med,ind_lo,ind_hi
total@2050,18.351627061109514,15.884560924645305,21.64061914163189,18.315989058311903,15.747513151619458,21.63361858022569
total@2100,44.82004049327944,33.569813646240284,98.3947143017859,44.59943315508701,33.2360279470883,98.52614516002525
total@2150,97.37386391025109,48.56364405834497,184.45363427558732,96.0684162661112,48.05445095471252,184.96286915160277
total@2300,252.83909035919967,80.56445420324216,438.3393044832385,249.8206275301321,79.65711736472556,438.4895421332672
ais@2100,7.074542596363968,4.37195531337478,60.07241176956809,7.021614240768409,4.332101976850693,60.399116215372636
gsic@2100,7.333331101110536,6.202550858033848,9.138922187765528,7.276876901469301,6.1852621964908145,8.933450628583989
gis@2100,6.872215797923996,5.164623010641184,9.685041045534879,6.815452408672529,5.134337297044416,9.690347851046699
te@2100,17.62021220248663,11.945255846495447,23.947631038311098,17.615000932575054,11.878408112878597,23.946383723202132
ais@2150,45.94732040890464,7.177272866144765,127.74886464892504,45.00094964584001,7.087186444692896,128.5158698370403
gsic@2150,9.427415919262389,7.828956378300936,12.082278700189761,9.31788540022613,7.792816029228514,11.715527307899439
gis@2150,10.964681666823017,7.9169709503070465,16.526025079042807,10.87497674129019,7.8655681850897645,16.57225434166015
te@2150,25.305432809431423,15.884741497114124,36.027718083334086,25.29947289922747,15.80569226448196,36.02243593609442
ais@2300,165.26040145942807,15.209005922293978,341.3185937088383,162.48879504143852,14.98923441871544,341.3057561029308
gsic@2300,12.780308273481406,10.125258520311986,17.11066791055208,12.549670354690587,10.042970016648352,16.478524677661106
gis@2300,22.49851699683181,15.5691248260784,37.1568430918805,22.32993954886391,15.443568165773398,37.4027499201975
te@2300,38.67724315441198,19.837946522581447,61.597477395593025,38.63935689593184,19.733711106006353,61.51860546369532
