ais_ocean_temperature₀,antarctic_alpha,antarctic_nu,anto_alpha,anto_beta,gis_c1,gis_c0,gis_f,gis_alpha_f,gis_beta_f,gis_slow_ell,gis_slow_w,gis_amp,gis_s_high,thermal_alpha,gic_a_R19,gic_b_R19,gic_T_off_R19,gic_log10_kappa_R19,gic_a_SLOWP,gic_b_SLOWP,gic_T_off_SLOWP,gic_log10_kappa_SLOWP,gic_a_FAST,gic_b_FAST,gic_T_off_FAST,gic_log10_kappa_FAST,gic_amp_R19,gic_amp_SLOWP,gic_amp_FAST,gic_u_unch,d2_steric_1,d2_steric_2,antarctic_kappa,ais_gmst_amp,ais_mu,ais_bedheight0,ais_slope,ais_iceflow0,ais_precip_u,ais_runoff_Ton,ais_c,sd_ais,rho_ais,sd_gsic,rho_gsic,sd_gis,rho_gis,sd_steric,rho_steric
0.0023672639178612645,0.0002161031877155337,2.7032597312565387e-8,0.00017044681036086596,0.0019873868033315296,-4.866767924994983e-6,-1.4319762817847898e-6,7.391454844213189e-5,-2.8456128851172973e-7,4.013558985508921e-7,0.0002509008952018219,-6.383265429136326e-5,3.3566132539487046e-5,-2.7088754649582477e-5,-4.8224485876817336e-6,9.931862281046074e-6,-0.00015744738921853895,-1.3464612275733296e-5,6.74207476360947e-5,-3.379944821702294e-6,-2.521567375985272e-5,-6.694649415599349e-5,-1.5209614992187986e-5,-4.7374060336345885e-6,2.5584566153000895e-5,0.0002863749746461705,5.8726071248315604e-5,-6.92944491686439e-5,-0.00011797695110414712,-4.4863186201275096e-5,-0.0003659629321534391,6.091755130889567e-5,-5.6750268629766527e-5,-3.4849219373032972e-6,2.3957147321713352e-5,0.0008598374678672576,0.042690829697797875,3.5536762474861824e-8,-1.402518474152336e-6,6.50314221159473e-5,0.00020052073016349256,-0.001365010054806043,-6.656707508270051e-7,-8.639664319600643e-6,2.5962352375554406e-6,5.605970174595343e-6,-8.466465749601093e-7,-6.977361286435122e-6,-3.7634512489256374e-6,-1.2257190556609822e-5
0.0002161031877155337,9.091529682258648e-5,-2.1878096666756598e-7,-6.88716743542736e-6,0.0002612631241232655,-5.001374960275946e-7,-1.9207588246741184e-6,8.397798094324472e-6,-4.5122728451977825e-8,1.977604941239575e-7,4.5136501883352094e-5,-9.533223304525087e-6,-3.9795568065807065e-6,-6.74583377657697e-6,-1.145419523176347e-6,3.1649597797608402e-6,-1.4455381019527457e-5,5.219492893258149e-7,9.994623379879895e-6,-1.9103242134715528e-6,5.88128431466799e-7,1.2999456947970016e-5,-2.3423914379528138e-6,-8.715722918222658e-7,5.498205416346065e-6,3.641144564652656e-5,3.721702804863909e-6,-9.878958474828716e-6,2.731759669464248e-6,-9.909771605181578e-6,-3.449038437245873e-5,-2.3282052333122585e-6,-1.6795892213583995e-6,-3.4528016392053115e-7,-5.039372738039448e-6,-5.8432821019075336e-5,0.004111980155810054,-1.0862718717198175e-9,-7.682585039046185e-6,-2.591679378744657e-5,-4.116102043269626e-5,0.00010285905730764356,-5.48083095367253e-8,-1.933440291903989e-6,6.30380184982976e-7,3.1436839630932033e-6,-2.99349175966341e-7,-7.688056633551836e-7,-2.1893607125366595e-8,-2.0156951999058154e-6
2.7032597312565387e-8,-2.1878096666756598e-7,1.895736331738651e-7,2.988894215010035e-7,8.339640596136443e-7,-1.8204527951039327e-8,6.532168758076206e-8,5.231424018307948e-7,-2.997092028419311e-9,1.5044115137572188e-9,2.615453152281222e-7,-7.047123743539354e-7,-1.968806877429164e-6,-4.209208564143527e-7,-1.0284901060567463e-10,-7.612776408918739e-8,-5.653351365263436e-7,-2.7699009531229657e-7,-1.4029801015688992e-6,-8.482521866454572e-8,4.657792150766065e-7,5.434655990712867e-6,-2.0743441897682255e-7,8.11204548694467e-8,-1.1684210160951521e-7,-6.80391301150303e-8,7.401850428718355e-7,1.0676160020536637e-7,1.2609089939949005e-6,-6.497989101084978e-8,-2.587473346841808e-5,-1.1428605167998951e-7,-3.2161452306406833e-7,-3.90905727031408e-8,-1.627175303173917e-6,3.417271202087122e-5,5.305116391318897e-6,3.2891617388681635e-11,7.849956943539466e-8,8.289155705937223e-7,9.035444070319646e-6,-0.000609865279994408,1.4964818533941373e-9,5.072694308384723e-8,2.37731251216354e-8,-1.6752590106189635e-7,-2.9355666842698725e-10,-9.04726979213171e-9,8.70907769479013e-8,7.210176396065885e-8
0.00017044681036086596,-6.88716743542736e-6,2.988894215010035e-7,0.0007785668864924142,-0.00042476933480899257,-1.9993206535367452e-6,1.0215195662231905e-5,-3.4470253137412053e-5,5.2051339019454414e-8,-1.787564551231967e-7,0.00021790071044108596,3.254219005881977e-5,4.704240291055514e-6,-3.55630319266936e-5,-3.051456418103469e-6,-1.2844781781717714e-5,-9.170653085241875e-5,-9.589501838036582e-5,-1.4178120073129127e-5,-1.838050955524419e-5,-1.1374829807637265e-5,-0.0003108218282228207,4.8327639443205126e-5,-2.7642060145233433e-6,1.7031592609508547e-5,0.0003690601292511471,-2.195750196893178e-5,9.401331320858092e-6,-0.00016148266133908756,-3.0406055648959602e-5,-0.00011710281457912632,-7.07155573960524e-5,4.945686702592332e-5,1.739376564481751e-5,0.00014289247630388125,0.0010820265915893051,-0.002401924199817098,-2.8554616114545354e-9,-2.8677457661309332e-5,-7.912814924875969e-5,0.0002952768269506215,0.002164158489373512,1.4836536904909176e-7,-1.949559134728165e-6,-7.61599907905959e-7,-4.432679606854832e-5,-2.1073596080022056e-6,2.2569380018683287e-6,6.428763191505098e-6,1.982366284522354e-5
0.0019873868033315296,0.0002612631241232655,8.339640596136443e-7,-0.00042476933480899257,0.0028768872931467346,-6.729911015999827e-6,-6.543460100802098e-6,0.0001087014680105811,-2.4552430380552837e-7,5.43340920751728e-7,0.0001364136644838905,-6.122449600451594e-5,5.923126778289051e-5,9.667769365260837e-6,-3.68193074061831e-6,2.212970350665282e-5,-3.566332086015905e-5,0.00021362052441575407,8.560944976878195e-5,8.866429737803923e-6,-1.2596532033639708e-5,0.0002773964732709941,-8.533480917394509e-5,-3.3172686251490404e-7,9.882614258551168e-6,8.376332567497388e-6,0.00010845280498209449,-8.205711026041384e-5,0.00014272779539147232,-1.890860548990205e-5,-0.000592086745087193,0.00011399863444030688,-9.331698338366104e-5,-1.137198294908212e-5,-0.00013509792117053477,-0.00022113220530340654,0.04222208487100462,2.1951268943343252e-8,-3.976666468393616e-5,0.00012896755381944903,-0.000581589250784752,-0.0009659821005532335,-5.641210771142303e-7,-1.106997488746189e-5,3.8375520291213585e-6,4.1112613569497905e-5,-2.2323684840468977e-7,-1.0525970602510016e-5,-1.0751676501829159e-5,-2.5520033320066788e-5
-4.866767924994983e-6,-5.001374960275946e-7,-1.8204527951039327e-8,-1.9993206535367452e-6,-6.729911015999827e-6,5.788890744756687e-6,-5.278875518090397e-6,-1.211102434040728e-5,-1.9484854729816796e-7,2.299204741863774e-7,-4.469813807451805e-5,-4.464463337217953e-5,6.409336294288916e-6,-5.002706649491942e-6,-8.769227340074881e-9,2.088991565863088e-8,-3.698445316814492e-6,2.1035762072565606e-5,2.0513452208887712e-6,1.6767631743551874e-6,-1.6587764459906869e-6,1.2673796536468195e-5,-6.507523860677871e-6,4.6370582723511434e-7,-1.8632062899251837e-6,-9.635924126738466e-6,1.5763819381236469e-6,-1.5583102657125883e-6,8.286700650767266e-6,9.112287394449969e-7,9.710185605947886e-5,2.5804135784036407e-6,1.2947149216836999e-6,-3.811766873917102e-7,-5.121564054847475e-6,-4.964905324087066e-5,0.0001188023316092596,5.210367266096208e-11,9.751637636351451e-8,-6.131626620019613e-7,1.1571799969789555e-5,0.00010800598040934882,-3.953828448049989e-9,-2.2896011521848746e-7,9.545638493870306e-8,-1.260226933611954e-6,1.2999206641725749e-8,-1.7031147986812037e-6,-2.303535652628536e-7,1.4775358248421532e-6
-1.4319762817847898e-6,-1.9207588246741184e-6,6.532168758076206e-8,1.0215195662231905e-5,-6.543460100802098e-6,-5.278875518090397e-6,2.7081550219794308e-5,-6.062481394839699e-6,1.2101529803441587e-7,-7.906176991133984e-7,-0.00015896174290022335,7.045864455945623e-5,-9.482193476524215e-6,-1.0357490007122984e-5,5.45652886737581e-7,-1.1568708840615885e-6,-4.619418474643151e-6,-4.304616377234681e-5,1.0999569686157455e-6,-2.985919985417111e-6,2.341651744674138e-6,-4.337811007643087e-5,1.0020133720263724e-5,-2.0549724790987734e-6,5.047936446086889e-6,2.6038388868732107e-5,6.217891008818188e-6,1.3635239481163683e-6,-2.0270464125524357e-5,-6.094318160905756e-6,-0.0003471155048894674,1.8627923166392304e-6,-1.2122498673736204e-5,8.537606848821229e-7,8.383914087587955e-6,3.81393455496094e-5,0.001562348749286596,1.1367584407088326e-9,4.0301776575001836e-7,3.3281391367825602e-6,-1.363689663253491e-5,-0.00070019272005774,2.6144802070764587e-8,8.19169342538023e-7,-5.476225796390858e-8,9.668689918816932e-6,-4.2559531249798394e-7,2.2494929005975317e-6,8.268916431922629e-7,-2.610778647775787e-6
7.391454844213189e-5,8.397798094324472e-6,5.231424018307948e-7,-3.4470253137412053e-5,0.0001087014680105811,-1.211102434040728e-5,-6.062481394839699e-6,0.00026166177638127194,-5.934037461506379e-8,-9.121110353534924e-7,0.0002417717181154189,0.0002069712092117032,-7.414058955646344e-6,-3.938664771552867e-5,1.0294261059044842e-6,4.6733006694464046e-6,-2.5513014160081264e-5,5.007391806233362e-5,3.905721715197411e-5,5.343752719690473e-6,-8.564174922655638e-6,1.3121874519582337e-5,1.9522805349913545e-5,-4.051123177883332e-6,1.546580183315907e-5,8.184267545915473e-5,-1.1183002086598856e-5,-1.4846622566950436e-5,7.326995095384013e-5,-1.3089522099959341e-5,-0.002225268646809806,-1.1675722129311122e-5,5.395626481277012e-6,4.949079074136078e-7,-2.559250511243611e-5,0.00030126850451514563,-0.002615762662338518,-3.2239070788689783e-9,-7.4986990877641496e-6,-2.1624286208698185e-5,-3.0871991797169826e-5,-0.0010985358873294667,-5.699606063068105e-8,-1.6823163396422596e-6,-4.0802575931973726e-7,-4.168439511711302e-5,1.9248904737889166e-7,6.932421159348423e-7,4.912629963197505e-7,-6.796984382981805e-6
-2.8456128851172973e-7,-4.5122728451977825e-8,-2.997092028419311e-9,5.2051339019454414e-8,-2.4552430380552837e-7,-1.9484854729816796e-7,1.2101529803441587e-7,-5.934037461506379e-8,2.1943175038825783e-8,-2.18240308667508e-8,1.8388841132718088e-6,2.5176742800556347e-6,-1.394056214186543e-7,-5.809136581049166e-7,7.595973514396237e-9,1.366360998851175e-8,1.262292850947045e-7,-1.252983024380454e-7,-3.3012031776726175e-7,-5.76965723611486e-8,5.999304031661197e-8,1.3364274047038202e-7,3.358253354163691e-7,-4.6986098450415015e-9,-1.204828039788058e-8,-9.825277229811072e-8,-4.5669933887233875e-9,5.330521742092381e-8,-7.505913843194526e-7,1.222295567595631e-9,1.6836559477698893e-5,1.0067477803286932e-7,-1.678054090474316e-7,-2.7587781463184418e-8,2.5848245205149227e-7,-1.252240912877826e-6,-1.0067146352945372e-6,-6.6887863052869205e-12,2.2531781615722274e-8,-1.508765596765396e-8,-4.176099919283611e-8,1.4654528780606582e-5,1.9562452112490904e-10,5.549244459149059e-9,3.831719526282178e-9,3.090359300318887e-7,4.318996897892821e-9,2.4484074623320412e-8,-1.4851129330953815e-8,-2.618901116747563e-8
4.013558985508921e-7,1.977604941239575e-7,1.5044115137572188e-9,-1.787564551231967e-7,5.43340920751728e-7,2.299204741863774e-7,-7.906176991133984e-7,-9.121110353534924e-7,-2.18240308667508e-8,1.0584463276550144e-7,3.887725701411393e-6,-5.708170022104682e-6,1.3346855069336658e-7,-1.5423639375599351e-6,-5.741372490534266e-8,2.3024243258685556e-8,9.115835111303003e-7,3.048593253611534e-7,-8.063757548343326e-8,2.643444041189415e-8,1.370465149743829e-7,1.1929438628155251e-6,-7.05675356617448e-7,4.346948419020408e-9,8.23545911075957e-8,-2.2356137441271474e-7,-7.245621063680009e-8,-2.783793689835003e-7,7.766012868692232e-7,3.2554328278298115e-8,-2.0194876628615435e-5,1.4381862048752408e-7,7.618593298151179e-8,-1.0799054628593048e-8,1.1365866164395029e-7,1.2051759791785513e-6,-1.5498116382933933e-5,-1.5271768866087336e-11,-4.6164652527515296e-8,-1.2904844507227113e-7,8.005521329269324e-7,-2.981352059547955e-5,-9.179788649999465e-10,-1.9972320043212985e-8,-3.2222789968788088e-9,-4.826282696980164e-8,4.4059763312924615e-9,2.0084900740257827e-10,9.74998867498519e-9,8.9247155453603e-8
