horizon,rhat,ess,sd_medians,mean_sd_wc,n_chains,n_per_chain,niter,gis_shape
2100,1.001296514334271,1587.2070574348395,1.0609035033444247,17.527773653284065,4,400,2000000,true
2150,1.0010406044274263,1593.1808167337103,1.3597370893014318,38.23827155790823,4,400,2000000,true
