horizon,rhat,ess,sd_medians,mean_sd_wc,n_chains,n_per_chain,niter,gis_shape
2100,1.0019210797445597,1445.0006892015354,0.22776844604725915,12.057131392895007,4,400,2000000,true
2150,1.0039864569848136,1400.9212005576132,0.8874320760185161,32.65523283980601,4,400,2000000,true
