x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38
0.0014239424766532445,0.0001429064864316218,1.3006588970666142e-6,0.0005945673632397541,8.721528241528357e-5,0.001270178210045576,6.56101431537119e-5,-0.00013890815022910873,-5.556166121812814e-8,1.4658207531470281e-8,-5.6459515025003205e-5,-1.1154500886523346e-5,-5.904009432348579e-6,4.0585106292950145e-6,-4.452665167476246e-5,1.9789754378530658e-5,8.15186873446978e-6,6.075946211509142e-6,-0.0011088354652482389,6.454494225510406e-7,-2.2284279060267463e-5,0.0005776462574670242,0.002784775037261252,7.905353296474917e-9,5.862113421680278e-6,5.21618854280563e-5,0.00011143434416710794,0.013897828265656205,1.464049912469579e-6,-2.075841789692716e-6,1.3640212789213783e-5,2.9999891276025855e-5,-8.686347961689394e-6,5.112648124960133e-6,-1.2431452793754648e-5,1.1060575144899865e-5,4.589216317912981e-5,-0.00014358851759147616
0.0001429064864316218,2.70303127563257e-5,8.537269837475683e-8,6.6983631652064e-5,7.541613315631945e-6,0.00013592653330340488,5.530008584464912e-6,-1.3465882578958358e-5,-1.8765391110138746e-8,5.38722008801954e-9,-2.6472375585993198e-6,-1.6599436076337004e-6,3.072544741561358e-7,2.5980548332406786e-6,-2.7973198332381604e-6,-3.3812857078739005e-6,-1.615942710529724e-6,9.964376444393277e-7,-7.515933508824589e-5,1.1099532894623589e-6,-1.9542804281811852e-6,-2.3649937987722355e-5,0.0023325952122506444,-5.364254249791521e-10,-7.549860203678308e-6,-6.317796739151178e-6,4.296211184274426e-6,0.004187331297151312,-3.436754203796271e-7,-6.340428482892809e-7,2.21689263263265e-6,-3.158860290301749e-7,-1.4204843714346132e-6,8.245979498384541e-7,-1.913955060097073e-6,2.5139069927527698e-6,6.113455718558423e-6,-3.02636855953711e-5
1.3006588970666142e-6,8.537269837475683e-8,1.9650249365195793e-7,4.833793238609947e-7,1.0746436499692773e-6,4.6240949347557944e-7,-5.497982887100335e-7,1.0687121708248336e-6,-4.302141895869062e-11,-9.327586812660813e-11,5.267885181585358e-7,-2.9230488201259493e-8,-3.4296206967405393e-7,3.9379566362131215e-7,3.1823019818479235e-7,6.057775489969942e-7,-1.0939108466597029e-7,-2.635266316779913e-8,-1.2376985101123461e-6,3.047622934209808e-7,-6.823547507760244e-7,6.597225082422157e-5,5.895568348388667e-5,-6.620572752014122e-12,-7.737607840427043e-7,4.229684662611906e-6,1.2614080511551879e-6,-0.00027053460866601116,4.0541316110890086e-8,7.256621381987987e-8,-3.8277889724530246e-8,-2.0358632199589577e-7,1.6841960449893295e-8,-1.6714162393254682e-8,-1.5525961347450045e-7,7.496270621258043e-8,1.49305712893402e-8,-4.547958359297224e-7
0.0005945673632397541,6.6983631652064e-5,4.833793238609947e-7,0.009890698587686332,0.0001153263302233136,0.0005785068723899394,0.00027936338125823036,0.00012911018850967024,-1.8931828102615825e-7,-5.979512443329777e-8,0.00024013486350817626,4.440311967264454e-6,-1.3410078345832738e-5,8.344636880064215e-5,-9.864730095266212e-5,-0.00010326831358900181,-2.5224748200422456e-5,1.0439130398492098e-5,-0.002522159020365783,-9.367826913042492e-6,0.00019393499754966718,-0.0062401673153840796,0.010559571040512977,8.212038178200027e-9,-0.00012101134598088082,-0.00024205468954941178,0.0011858601272036714,0.08241315296035644,-3.338341138528301e-5,1.241686349682661e-5,-3.7758554181509954e-5,0.00010180139285727831,1.3914981776691433e-5,-3.315153575082135e-6,-2.355750183166868e-5,1.1166299721785717e-5,6.187675359420261e-5,0.0007018875337833233
8.721528241528357e-5,7.541613315631945e-6,1.0746436499692773e-6,0.0001153263302233136,0.00016933643790390044,5.321374850255068e-6,8.574287017808586e-6,-3.694112712630123e-5,1.4359626634522582e-8,-9.171220978285138e-9,-3.0127120425850923e-5,-2.931043852946095e-6,4.456203586158389e-7,-7.520361180384744e-6,-6.282372235417107e-6,1.7406624589024014e-5,-1.5933665768196847e-5,2.947788064163969e-7,-0.00033023266994458377,1.0580620868349632e-5,5.714319725714246e-5,0.0013474375449562062,-0.001425542589852785,-1.460986284779981e-9,-1.2204548092350775e-5,0.00016324235253669132,0.00010599872639151391,-0.00011873688230911253,-6.912881099051713e-8,-1.5052192476399493e-5,-1.251345806302784e-6,-9.248523525123138e-6,4.188740427506437e-7,-2.3481969487611488e-7,8.205432360547998e-7,-4.0755437306102095e-6,2.013478155462465e-5,-4.2663425708510396e-5
0.001270178210045576,0.00013592653330340488,4.6240949347557944e-7,0.0005785068723899394,5.321374850255068e-6,0.0012727441123254464,6.337061659151818e-5,-9.55382226528764e-5,-7.47828774151772e-8,1.2193884180313807e-8,-2.494632846746916e-5,-7.1454204755482565e-6,-4.393954506631629e-6,1.3456002295585982e-5,-2.361238089319581e-5,-2.9788304196645415e-6,1.546351934571546e-5,5.779325719046304e-6,-0.0008916337826108177,-2.382355220400988e-6,-2.3896346123808684e-5,2.4182883831221395e-5,-0.0012891633082309074,2.539363391025698e-9,2.096339353508043e-5,1.4625859687215048e-5,3.648062145900614e-5,0.016809481286371122,1.2761018471619736e-6,7.462191147577073e-6,1.4313958236078029e-5,2.773727452049976e-5,-9.627897095323661e-6,5.231788381295546e-6,-1.0241201621630757e-5,9.590030286181142e-6,3.822390473701865e-5,-9.65653779444263e-5
6.56101431537119e-5,5.530008584464912e-6,-5.497982887100335e-7,0.00027936338125823036,8.574287017808586e-6,6.337061659151818e-5,0.0003669967884063271,-8.94651587630049e-5,7.007350501241541e-8,-6.724107280657539e-9,4.246675910834285e-5,1.1707936947787918e-6,-5.2290220638004484e-8,-1.594281134366745e-7,3.211012520456053e-5,-1.1683580600477077e-5,3.7278965156942667e-5,2.121804761888158e-6,-0.00013660493522046267,-2.3814519095982724e-6,5.6233521986690195e-6,-0.0002830835157326209,-0.01061696351831846,-5.210670657669245e-9,-1.1741416926309296e-5,-4.756146818005232e-5,5.554925138038224e-5,-0.0029089433581104616,2.3627886371132142e-6,1.5639143367897565e-7,1.8382835369668956e-6,1.2440115993240979e-5,-6.090568200240809e-7,1.507040264371787e-6,-9.860855636681384e-8,6.998192759193362e-6,-7.291842876035568e-6,5.196640447376995e-6
-0.00013890815022910873,-1.3465882578958358e-5,1.0687121708248336e-6,0.00012911018850967024,-3.694112712630123e-5,-9.55382226528764e-5,-8.94651587630049e-5,0.0008916875626375969,7.129164443110102e-8,1.289207403632845e-7,0.0006458109273884434,1.326544181213003e-6,1.2908044166005311e-5,-1.1696145330279886e-5,-6.240094476367604e-5,-2.929854292300521e-6,-2.3798646347710632e-5,-4.979814230947153e-6,0.00018313630724272934,-1.7233185973013547e-6,-4.628460929595246e-5,-0.00042472143714545674,-0.006229828591460382,-6.958902323571874e-9,-2.0650693849743737e-5,-7.591818570596847e-5,-0.0001076930700124242,0.008454676976079259,-1.4010971468684913e-6,2.653586269769012e-6,-1.0880528935612795e-7,-7.72053067599112e-5,5.171141810709258e-6,-2.4510077186727003e-7,2.868107469043641e-6,-1.2994991828149937e-5,-9.826172017660738e-6,-1.2895001137816757e-5
-5.556166121812814e-8,-1.8765391110138746e-8,-4.302141895869062e-11,-1.8931828102615825e-7,1.4359626634522582e-8,-7.47828774151772e-8,7.007350501241541e-8,7.129164443110102e-8,3.2023225809646993e-10,-5.537092555126571e-11,2.637096981739018e-8,-3.2640280125327505e-9,-1.9681832020792714e-11,-9.316934784005084e-9,-4.557358668666856e-9,1.7365911327729153e-8,-2.136894141150991e-8,-1.00200713046657e-9,-4.3153827847568805e-7,3.3705531775558866e-9,9.103691486975912e-8,4.695033507193809e-7,-9.220577222920957e-6,-7.476971057250217e-13,3.2300108027309462e-9,9.963156595676765e-8,2.8635639277997143e-8,2.022717301471832e-6,1.634579437711765e-9,4.913649392459002e-9,2.1338698194548857e-10,-7.151356207670266e-9,-1.1639078002801819e-9,-4.3838284766188096e-10,-5.672977859746103e-9,5.928762231500349e-9,5.860815392712655e-9,-1.0783564361739948e-9
1.4658207531470281e-8,5.38722008801954e-9,-9.327586812660813e-11,-5.979512443329777e-8,-9.171220978285138e-9,1.2193884180313807e-8,-6.724107280657539e-9,1.289207403632845e-7,-5.537092555126571e-11,1.714261348297209e-10,-4.5753009732864995e-9,-2.326059970037123e-10,4.178649381261341e-9,2.213532190118976e-9,-2.8456911102898743e-8,-2.99012453109976e-8,2.283932764953738e-8,-7.759124673092548e-10,1.7820988040705144e-7,-7.055821628848182e-12,3.817682562189026e-8,-1.9946244566530617e-7,-2.175649396471593e-7,-1.5181405866270566e-12,1.3954717733479084e-9,-1.4285067347797684e-8,3.8828713343046723e-8,2.541549334820393e-6,2.6602563622754783e-9,-3.265165530559579e-9,-9.638434695715492e-10,-1.1953721244972678e-8,-3.1206570173084075e-9,8.177380389804662e-11,-4.1638133556966954e-9,-3.5096023297307504e-9,-2.377729424718556e-9,-1.3502540363642936e-8
